review_id,review_score,review_comment_message
766fc608e4f2683020fb0a121d9db23e,5,"A bolsa térmica além de linda é super espaçosa . Produto de acordo com o anunciado e a entrega super rápida , entregou bem antes do prazo ."
5c37d7ba6ef2f031c34bb4fda3454018,2,Demorou de mais pra entrega 
83414f98136ce687f7eb69e555b2519c,5,super rapido a entrega .... chegou antes da data... 
46d8249ea59101c7288936c3e6f155d7,3,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. 
346317f9aff540395fe46893611854f8,1,Não funciona não faz sincronismo
2685a4800004a12ec09d27264ff1915f,5,Recomendo a todos os clientes
c422274e50e900b46fee429016c5458d,3,Gostei 
3f6d9482c57cdb5fc7012f7b9b5ed4c5,5,OTIMA
a55012f5c7e74353e92986be15d133b6,5,"Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ótimo produto."
487f8ff16eaf366dc7c01652202048c3,1,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias."
ef8ae544c432bb1053ba5990bd0d6227,1,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE 
aaab917291fea34988b9a0cb60e0716f,1,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio."
3f73914ab5fc1cd68ad6757c93644349,5,Sempre compro na lannister.Pra mim é a melhor loja on-line
e2fd85e5df711bd91e6e96e13c741843,5,Produto de qualidade excelente
42ae74a43661be8587b2e2db054179db,5,Ótimo custo-benefício
d8f61c7fcd172785563a65cd65a8cea8,5,OK
79927442ebcbf70b2021e1339bb9a51b,5,Gostei da atenção com a entrega
14613df954694f243dedeaa2c8a3a5c2,4," Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteção por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs
."
5f938e5f5f2e9a75710b54feeb9ea610,1,A peça não serviu
d7ea05bb4f9c77d606fd90b1a27e317d,1,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.
185cb85ede91009d7a8e685687c037ee,1,"fiz minha compra faz 30 dias e não recebi ainda meu produto.
Precisa melhorar nas entregas"
0c9b6ca9b3beaf0fd5d621f63844ea01,5,"Espero receber esta semana, o que não seria tão extravagante, porém...mais atrazo do que isso me faria desistir do baratheon."
c399eafa15aafaecdd1d9008f5b34ed6,5,"Entregou no prazo certo, fiquei feliz com a compra que fiz"
8ef36616bef00398b6e413c124f436c8,5,Lindo relógio adorei
57e994485c2ebd293e4fa9cd62e5bb96,3,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister."
59d95e0b5b52d038dc3a022b7c912969,5,Muito bom alta qualidade!
a0adf7a439816b22050d6bf433cbbff6,5,"Produto bonito, entregue bem valado e dentro do prazo. Recomendo!"
93fbbe62dcf6ffac99be013a1c68eb52,5,Muito bom
c40a6b6e0181e5ec0d12cbc2e12c49d3,1,Faltou 1 produto e os que recebi 1 veio quebrado
5241fcad10d7b45a1761f1e1e1536faa,5,"chegou dentro do prazo e o produto é de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!"
06f47dacd0575e592bf6a17e922ce6cd,1,aqui está descrevendo como entregue só que ate agora não recebi
d36219dfadc3a5b07ab66670d23915ad,5,"Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma ótima experiência "
5230dc021b8ce3fe53ed728af873a6d1,5,Ainda não tive a oportunidade de testar
4656b8ed41c17f6be05e911e211ecd8f,3,Comecei a usar agora 
8ef0597f9b1870cf46c81358425f0e24,5,nada a declarar
6b341682ab39af9fa00d72d7388c903b,3,"Comprar um produto correto na capa mas interno ser outro.???????
"
e4f0765c572989acb3d2d17c911ccce4,3,entrega super rapida
557ae9c16a8ea3909db2fc5a01bc5151,3,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais"
5939898b5d2ac05454b2fe1aeecaad19,5,O produto chegou muito rapido e de boa qualidade recomendo o produto
cde97e23deec3aa11e838402378706ee,1,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!"
3ff8285931cc9b54c9ad22ba78957f63,1,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.
fdb0e5a14fb6456e28ce7b3b054b8843,3,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito
7914fa319f12631679d1704d7dcd17df,5,Recomendo
deb6f26fd2c11c556bc9245fd9203469,4,Atendeu minha expectativa.
6591adaa3a855d13090d5fd151ad96c2,5,Entrega antes do prazo. Produto muito prático e de fácil manuseio. 
c4a20a1d2d634f814cca9311edd60e99,5,"otimo produto só nao veio manual, mas sem problemas."
81e7291e2f92b492eb0340f4406c6897,4,"Uma das peças não encaixava, estava de diâmetro diferente. Eu tive que serrar e martelar para poder caber e encaixar.
De resto, tudo ok."
eb6d75bedecae7b3dbea11b8530637d8,5,Excelente produto.
593f9b33c3a4c74e37b7b7c49f0cedc4,5,Tudo certo
a36150969fe6bd09ed011dd78aeb0189,1,"Demora na entrega, detestei o atendimento e NUNCA mais compro. baratheon quando vendia por eles mesmos era bem melhor! "
2c303fb6b2f9c16f324f7deb88e736fe,5,Produto muito bom
43992f6d75ecc01ddd8c748b9362bc81,1,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... 
8b4c14417bccab81710772ecb8b23fd6,1,produto deu defeito na 1 vez de uso.
3528296df9092b7a7b88bd036e3f8a8e,5,super recomendo produto profissional de qualidade
252b934455d29ca8cc070504686ecc52,1,até agora não recebi o produto.
b736ff4204044e49e39062584d06fa74,1, A loja anuncia um produto e entrega outro.
c7475b2c4448321756b6136327f1394e,5,muito bom e rapido quando vi ja tinha chegado
44cdb9cb9c9f8d6bcea59e0b61b8df6a,5,O produto chegou muito bem
927eaaaaeebc8579c91927f2d0b40049,5,otimo
65b934c20d632fc2df0fd4723464fa78,3,"Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos."
af9e54a155c1248534f1fa60179c6393,5,Muito satisfeito
ea12cd666e65ef6cfc48e7ddd8596833,4,parabéns para loja e revendedor apesar de ter demorado um pouco
8023f946d9b261cb0ecb604703427917,5,"Entregue dentro do prazo, e com bom período de validade."
4faa35770cc4dbf5f2725bcebdd1bdc6,5,"O Jogo de toalhas é lindo mais bonito do que na foto, amei."
c239d18d7e310e477d5e7b76b362db1d,1,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação)
b3df5ccdfff218d039dd166e3da759f5,2,Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.
c11da18223114c483b887b9914045f79,2,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA"
6f885e2fd69412264d9e74e805175d53,1,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. "
b83ba2a97932a8a661f5bf8eac7642bd,5,sempre comprei no stark e estou satisfeito.
a6c58307ee35180cf0dc1d39466db359,5,fiz a compra por tabela e graças A Deus deu tudo certo fico muito grato pode confiar.
f7eb8792e67d53e01a224bfa9b6802b2,1,"Cancelaram a minha compra um dia antes da entrega, liguei para a lannister e os atendentes não sabiam o que estava acontecendo, uma bagunça, agora estou esperando para ver se vai ser cobrado"
4940d39efaa50e020312724f6a6e5efa,5,produto de qualidade e eficiência na entrega. recebi muito antes do combinado. recomendo
7bd303edd3865abe8addb98d2a2e6577,5,Produto bom veio no dentro do prazo chegou em 08 dias estão de parabéns. 
11caa17c5966423a2f73ded6a13ad638,5,"Tudo ok,o baratheon sempre responsável com a suas entregas."
4dd68a0dee5ede8a445f797c46bca436,1,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei
f55ac350831de6694d569e9c0176dacd,1,E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada 
2b4a570df87cd63b232272dd9dcac0cf,5,A
3fb929ba2924ff0a47858efb007ceee1,5,entrega rapida
d0c2b9d96c387604a96ae43e7126cf9b,4,foi bom
58b27f28e98acdaec89d736d8ed79dd5,5,Mercadoria certa entregue no prazo combinado. Grata
96ee030286f50f61c6d199bdfaa5573d,1,", muito ruim ! "
6280ca6a9e8c3a56b668ec8c5396caaf,1,Passou dos dias previstos.
968989a3b5192c9b9436fe7546acaca4,3,Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.
dc92cf357f5eb4d61b6a95fed53d17e1,5,Entrega bem antes do prazo perfeito!!
382d855ffdd4f5e66594dbfb1566e96f,5,Cada vez que compro mais fico satisfeita parabéns pela honestidade com seus clientes 👏👏👏👏?
06aa3111724159bb69b8568181ec05c4,5,bem rapido a entrega e bom comprar com vcs
3db041dd46e9935752c691a2093799c2,1,Produto não recomendo não ler em nenhum dispositivo
9ad64902b6c9bfad48bbe4d17e4dcb4b,4,"Entrega super rápida, parabéns!"
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,4,Tudo rápido e eficiente.
8f9aa50ee40780ba3f79614530a34ebe,5,Creme maravilhoso e entrega super rápida
f3f77d01a24ce4da52b6f7e83e71498d,1,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. "
2fe0ca8fe19ae1ab68408a1235bbd054,4,"Chegou hoje 
sem comentários"
b396ba75350276a6cc1993b6627dceea,1,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor"
610a49f3e897c9295111d0a8c0d6e65b,5,Muito bom! Aquilo que esperava!
f3401a1de0c152923ba58cf7b7d2b84a,2,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.
ef9ef383ff6625e8e118db388ad3420d,3,No site o produto parece ter melhor qualidade de material e acabamento.
5d6f9cddc8335878d8bf20c3bd4602e8,5,"Recebi meu produto corretamente e dentro do prazo,verificando na caixa esta tudo correto,mas ainda não montei.Produto lindo,cor perfeita,amamos.
SUPER RECOMENDO."
f4d74b17cd63ee35efa82cd2567de911,3,"A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada."
3a336941a21a96535c9b70e3d28be499,5,Parabéns .Produto entregue bem antes do prazo.Atendeu às minhas necessidades.
d31fe8f01470eff5b2a3668c9a328913,5,Recomendo.
f677a419ee4910ae12bf8cb73dc0d332,3,Faltaram os cabos e o manual
2e21bb397364fa799a4a1609fd2e6e3b,5,ótimo chegou bem antes do prazo .
670e12015ba4dca0bc1d220aaf5c19f9,5,Entregue no prazo produto muito bom.
7cae6dc895e8f5238f2300e103742ce2,2,"O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei."
5e5ae81fbed794a34c7b44744b168a5f,5,Acho q deveriam mandar por sedex ao invés de pac
af41ee42a3e2dc767023449fda6c12fa,1,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen."
d28138dcbee5d50ca9dddb812d21ce85,5,Lindo... Só faltou instruções da troca de pulseiras.
cc4e1115d5c84efa5976f12404569949,5,"Produto exatamente conforme descrito.
Chegou bem antes do prazo!"
07b48dbc11677f5021dbefcaba550ed2,5,"O produto chegou bem antes do prazo estipulado, amei o atendimento! Super recomendo "
4f2d420b33665f546c373953c8dfb5fd,1,"Não gostei do produto, material de péssima qualidade."
bfd1c687738141ef5861a1a1269ca855,1,"Dos dois produtos comprados, foi entregue apenas um!"
6724babb3b9952660bc345b5f5a4db07,1,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok
c5efc0219f2949a8f81d5e8b39b9ca0c,3,Recebi corretamente o produto
830cc72c5691e78c2cde500865e21e65,5,"recebi o produto dentro do prazo informado, ainda não utilizei."
8a310b56e4d05a7786d23986a1a49ae9,4,"O pedido chegou antes do combinado, muito bom."
d44b85fda6987ad606e1b7c62dd481e4,4,produto entregue conforme anunciado.
5c1ba09de5c746017d406bd2cfefeca3,3,recebe apenas 01 peça do produto! estou precisando da 2 peças restante! 
5fb1fed9d3ca845936082614bd07cec2,5,LOJA 10
700135724fcdc3170960fd95b8fb5904,4,"O violão que comprei é lindo, porém a cor do adesivo não confere com a foto do ato da compra, mas aprovei."
b54c1776f5955ced2f54c711c665a025,1,Nem fizeram a nota fiscal 
264527c876f418e7b43e09f0079942e2,5,"Chegou antes do prazo!
Produto excelente!"
d6c0b888949f0c3f236d67f588913930,4,trabalho com profissionalismo das lojas lannister. indico com certeza
f4d2c6ed9bebda9d41573e30f3d629b5,1,"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver."
91283389ca8846dd242990c799a85f5e,5,super recomendo o produto que é muito bom!
5159ec80ded330546c2f4a3d23c911d2,5,"Pré treino muito bom, um dos melhores do mercado, se não for o melhor. "
308400be88a43702db20fbb71b6cff74,4," A loja postou o produto de e mediato o correio demorou um pouco
"
557d0e6fe3a03460bb041cd5b3f7427d,5,"Sempre compro no stark e sempre sou bem atendido, site eficiente e produtos de ótima qualidade, recomendo a todos podem comprar de olhos fechados! "
513f392b12d02aef2c303846b4710eb6,4,Muito bom desde da compra a entrega td direitinho e rapido
949127f36b466d3e93a6f3688062cd77,5,Tudo ok!
341ccd0a62b82793121e9ebdd1eafaf9,1,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari
396ca63a1ddba5ae532c35316166b90f,5,Entrega e qualidade do produto de acordo com o esperado.
6d1e743b69d68d1864f8cb45e74be0d2,5,Excelente recomendo
0272d07f5d34a8c3d31272e7ff967e7b,3,"A bolsa e muito bonita por fora
Mas dentro não tem forro 
E é bem fragil 
"
320ae91d4c5cb8164c168fc68392a5fb,1,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. "
80d8874af03512892908e3910ca8ed00,4,"muito bom, recomendo o produto."
6d7d0a5e33c92adf782b137720eeefa6,5,quanto ao site não tenho o que questionar! sempre cumprem super o combinado ... recomendo sempre! mas o produto é fraco.. 
5f8ed42b9eee8adbd7344caca4ca507e,4,bom em todos os aspectos
e5a35475f7efa7f6abac5febba3fb464,5,Até hoje estou satisfeito com a sbmarino
b92b5b1122f1298b87bc7882115db417,1,Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.
92e62e4f3ea203ac193f3271d85b11ea,5,Gostei!
f922b9d00a755863556181c1a366193d,3,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem."
49f6f0bbf53f6d961deefc4d2fb0a6cd,5,Chegou antes do prazo é a cabeceira é linda.
7c43af1205ff01c2b95065b2b02b3343,3,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois."
3140a4eb146655fe104d54d385f9e9a0,5,10
6b15d200f47b4e13b03d237fd0b1894e,5,Gostei do produto chegou no tempo certo os vendedores estão de parabéns
c25f2dc8ab33facf7a72f76c8a47d75a,5,Atendimento excelente
fa82e03e20dd362ebe83572fc81398c7,4,Gostei 
f8499130452fd0f108a9a24454f51c32,1,No dia 19 de maio usei e a à alça quebrou sem muito peso 
72093b147d797e6abbdf569bf07bf57f,5,Toalha do maior campeão do Brasil maravilhosa 
4292f07bf6cb46aa563a430e6d9cf10b,5,"A entrega foi realizado muito antes do previsto. 
Bom produto...estou satisfeita"
1545c0d2c381662ba869e91e4c1aaca1,5,Até agora tudo bem estou esperando a entrega do produto
032cfb72d792d30b6181b482d85f8d1a,5,"A compra ocorreu como o esperado, desde de o pedido até o recebimento do produto. Tudo bem certinho. "
67c79a3a4b7d8e4fc8590fb8ca4d3f8a,5,"O produto foi entregue antes do prazo.
"
5fdcb2a2c4de7fbbf5715788535f4a96,4,"Gostei muito do produto era exatamente boque eu esperava, entrega dentro do prazo, parabéns recomendo a loja"
8eaebf463e205cdcc126801ca343a33f,2,comprei o produto na cor preta e chegou na cor vermelha.
90febfe6ab599694729eaba46be1d3ad,5,"já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10
Muito Obrigado"
380884f53f113319198a99516da2ada4,4,"otimo
"
5fd2d6fbe0e63511703a80078e938be5,2,Pensei que a mochila fosse um material mais resistente.
ed2842d0aa7ac6285c7547d17f17da4d,1,"Comprei um produto e veio outro.
Mandei msg informando o erro , porém não obtive resposta.
Obrigado "
9a8d24623d56c13f950247baa73f4c80,1,o produto demora muita para chegar !
4b4f1f1ad3fcac5ed98109ed67b1d072,3,"So recebemos um relogio pelo correio

att
"
6d5cbd66b8b52a035e44276fdda28797,5,"entrega rápida, produto conforme esperado"
f74dd1cc5d081bff126d062eec26f695,5,Tudo como anunciado....Ótimo produto...
9d14b1424ca737608bc50f9d3c1a78bb,3,"Produto de boa qualidade, exatamente conforme anunciado, e o preço baixo é uma atrativo a mais."
9ba260ed7e6a228e5e9910e035a70c7f,1,"Somente foi entregue uma unidade, ao invés de duas."
a3d308c5563d93a99c7896bf7ff94e80,4," adorei o produto;; recebi antes do prazo combinado ,, ficou muito bonito"
3f71ee62eb5acdc9b5121f6d99901583,5,Muito satisfeito.
668aad714767396c2b7d949a27913bb7,4,Otimo produto porem caro demais !!! 
ddda0fa55fc550a8f14f6ae00652fcf9,5,"Produtos otimos, entrega rápida.
Super recomendo!!!"
699b866b71b5ad31f1faa2b1ab4fe1a6,2,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
"
73a58bd10f2667a04ee95df0071d5988,1,Ainda não recebi
30a4f0f115950517b46d48046b609bd1,5,Tive um pós venda excelente através do Sr Renato
16e2b94c7b6c1107c0abec3a77ae3afa,5,"Gostei muito do produto, a entrega veio antes do prazo. Recomendo, fica bem encaixado no celular, não tira a elegância do aparelho, como outras as capas que deixam monstruoso com o tamanho."
0a9d200bdef258e70eb48398e1287d6d,5,Muito bom
41b377e06cb52feb5630c3ce360cd8cd,1,"Até agora nao recebi.Comprei este aparelho por questao de saude,portanto nao recomendo esta loja."
cea53cba54c5c3a5d28db7b0bb013ace,5,"Recomendo a todos. Produto de ótima qualidade, entregue sem problemas."
19910e37f2130c56f553edfbdc0c65fb,5,Produto chegou dentro do prazo. Veio conforme descrição e é excelente.
4564316d686dc211b70511906d579588,4,"o produto chegou antes do prazo, e gostei bastante!! agora meu rapazinho de 3 aninhos vai aproveitar ao maximo!!"
1ff86f2ca823caab2e02507d2633081d,1,"Gostaria de saber quando chegará meu produto?
Pois já se passou a data prevista para entrega , gostaria de uma resposta estou aguardando!"
30aadf8886ca1e6aea4a06c0609a62c8,4,Loja Nota 10
179ac76606aa67e8f50238e3bb1d8933,5,Parabéns. Recebi antes do prazo . tudo correto como foi combinado.
d49137ea593f67aa74446503e88aa91d,1,"O produto entregue difere do pedido
trata-se de um produto inferior!
Gostaria que fosse solucionado o problema!
Não estou satisfeito com procedimento!"
4fa8392da03c452f77faa3f2952fa346,5,Muito bom mesmo!
d3b4d016ccfc708c50866b550f903b9d,2,"Comprei o produto, paguei no boleto e só recebi metade do produto, anunciaram uma coisa é mandaram outra. Muito insatisfeita 😡😡😡"
1708bf606fae9970482894dabb9e2fa8,5,Entrega antes do prazo produto muito bem conservado. 
cbd63dc4f83043f2714e48fe8a83957d,5,Produto de ótima qualidade. Adorei!
c1f198cdce8b992a9cddc3aaba11e689,5,"Apesar da demora em expedir a nota fiscal, depois de expedida a entrega foi rápida e o produto veio bem embalado. Recomendo."
19074f5809403265fc47263ea93325ee,2,Comprei o produto dia em inicio de março e não recebi no prazo abrindo até um protocolo para resolverem minha situação
c54629f4fc4dcf65a10efb35322ec769,1,"Não recebi o produto, assim como nenhum contato por parte do .vendedor"
1c6d1543dc13cb2465c63ac5de6cb4d0,1,Nem ratrear estou conseguindo:(
31b60e2f8f2acfe8f213ca252f1066c1,5,nota 10
1f836d160f50247a394034abd93b7c24,3,Esperando o instalador
a835f8e62dd58cf9c07678bdd7cfb935,2,"comprei um produto para ser entregue por essa loja
e ainda não recebi
pois assim já se passou a data de entrega"
d92b28e1533de65ba31b2d6756a72faf,5,Ótimo serviço
b66f1f980a4832698b613bcce72bb779,4,"Ótima compra. Ótimo produto. Só senti falta de algum comunicado entre a compra e a chegada do produto, só contato. Mas valeu."
782be3066f784bbc0a5f4f5256172488,1,veio conforme o pedido mais o pós venda não respondeu nenhuma das minhas perguntas
1489ef235189b9e5e1a9d4308bf228bd,1,"Comprei duas mochilas, recebi apenas uma, o natal está chegando e até agora nada!"
26c45530efaca67680b0df712600454a,5,Perfeitos😁
b0ac2d014efe743e181a5e8dc9cfb8ad,3,"O preço foi ótimo, o prazo de entrega que é longo (mais de 1 mês para entregar). Comprei 2 cartuchos e entregaram apenas 1, reclamei e enviaram o outro ainda dentro do prazo de entrega."
edd86e0af4dc62b340c60d846643cbf9,5,"prazo foi estendido,porém entregue no prazo divulgado na propaganda. Cadeira conforme foto, vem para montar, mais fácil e linda"
5b6a0d5350fe3036f41d543d06eb7a5b,5,"Simplesmente lindo!!
Adorei o produto!!
Tamanho perfeito!!
Já comprei várias produtos, já faz anos que compro no baratheon !!"
18abfe82de3995ac67d737ecc8189a31,4,MUITO BOM! CHEGOU DENTRO DO PRAZO.
